industry,date,metric,value,source,status
人工智能,2026-06-23,market_return_3m,0.3650075130877981,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-23,market_return_4w,-0.026881721060188157,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-23,market_volume_change_4w,0.8033257354206089,Global X Artificial Intelligence & Technology ETF (AIQ),ok
半导体,2026-06-23,market_return_3m,0.6333630757654736,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-23,market_return_4w,0.04458436237274355,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-23,market_volume_change_4w,0.17292633964690785,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-06-23,market_return_3m,0.28117686025798383,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-23,market_return_4w,-0.07359053367768043,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-23,market_volume_change_4w,-0.10160286558022524,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
储能,2026-06-23,market_return_3m,0.11126760175553985,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-23,market_return_4w,-0.08149013663188442,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-23,market_volume_change_4w,-0.2217152635181383,Amplify Lithium & Battery Technology ETF (BATT),ok
机器人,2026-06-23,market_return_3m,0.20069611587917535,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-23,market_return_4w,-0.06609519928156682,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-23,market_volume_change_4w,0.34735806207418607,ROBO Global Robotics and Automation Index ETF (ROBO),ok
低空经济,2026-06-23,market_return_3m,0.09809167443941536,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-23,market_return_4w,-0.09877733687282453,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-23,market_volume_change_4w,1.0437695029958407,ARK Space Exploration & Innovation ETF (ARKX),ok
跨境电商,2026-06-23,market_return_3m,-0.059797630372335986,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-23,market_return_4w,-0.059797630372335986,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-23,market_volume_change_4w,0.29384705423332025,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
医药健康,2026-06-23,market_return_3m,0.03562069837116488,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-23,market_return_4w,0.01626116889506357,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-23,market_volume_change_4w,1.5296072420729954,iShares Global Healthcare ETF (IXJ),ok
消费零售,2026-06-23,market_return_3m,-0.16008204045790853,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-23,market_return_4w,-0.10350489408313512,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-23,market_volume_change_4w,0.22730252764612957,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-06-22,market_return_3m,0.10157461879442353,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-22,market_return_4w,-0.02506430460701392,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-22,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
旅游,2026-06-23,market_return_3m,0.0889151792469074,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-23,market_return_4w,0.04818675169949227,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-23,market_volume_change_4w,0.592721335268505,Amplify Travel Tech ETF (AWAY),ok
网络安全,2026-06-23,market_return_3m,0.3337028808758362,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-23,market_return_4w,0.02645048933116967,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-23,market_volume_change_4w,0.15520851078327835,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
