industry,date,metric,value,source,status
人工智能,2026-07-01,market_return_3m,0.3325654673950835,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-01,market_return_4w,-0.0652269523522061,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-01,market_volume_change_4w,0.47936906563310244,Global X Artificial Intelligence & Technology ETF (AIQ),ok
半导体,2026-07-01,market_return_3m,0.5668973300626496,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-01,market_return_4w,-0.011266404784071371,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-01,market_volume_change_4w,0.2551055297604845,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-07-01,market_return_3m,0.21973748739197818,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-01,market_return_4w,-0.09583426968751552,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-01,market_volume_change_4w,-0.07495537397862984,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
储能,2026-07-01,market_return_3m,0.024048072829373268,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-01,market_return_4w,-0.10245901685111258,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-01,market_volume_change_4w,-0.4217634640434802,Amplify Lithium & Battery Technology ETF (BATT),ok
机器人,2026-07-01,market_return_3m,0.22160225358556973,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-01,market_return_4w,-0.03601267075485526,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-01,market_volume_change_4w,-0.0036337020169160406,ROBO Global Robotics and Automation Index ETF (ROBO),ok
低空经济,2026-07-01,market_return_3m,0.10105781646979528,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-01,market_return_4w,-0.06958192345510006,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-01,market_volume_change_4w,0.6293316911612503,ARK Space Exploration & Innovation ETF (ARKX),ok
跨境电商,2026-07-01,market_return_3m,-0.023583532285656683,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-01,market_return_4w,-0.01756553432269381,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-01,market_volume_change_4w,-0.24436977234707968,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
医药健康,2026-07-01,market_return_3m,0.061258098911094905,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-01,market_return_4w,0.04674783107650127,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-01,market_volume_change_4w,3.477080458653192,iShares Global Healthcare ETF (IXJ),ok
消费零售,2026-07-01,market_return_3m,-0.1689307326521431,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-01,market_return_4w,-0.10720193388162835,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-01,market_volume_change_4w,-0.33566156446614703,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-06-30,market_return_3m,0.10318474515034604,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-30,market_return_4w,-0.0232164478142175,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-30,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
旅游,2026-07-01,market_return_3m,0.1380264939119633,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-01,market_return_4w,0.056929121955299644,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-01,market_volume_change_4w,-0.06841269841269859,Amplify Travel Tech ETF (AWAY),ok
网络安全,2026-07-01,market_return_3m,0.42126480269695854,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-01,market_return_4w,0.005384232518292675,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-01,market_volume_change_4w,-0.07036290203097129,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
