industry,date,metric,value,source,status
人工智能,2026-07-10,market_return_3m,0.25425061941691407,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-10,market_return_4w,-0.046731844965207436,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-10,market_volume_change_4w,0.004056438630355652,Global X Artificial Intelligence & Technology ETF (AIQ),ok
半导体,2026-07-10,market_return_3m,0.378242509911467,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-10,market_return_4w,-0.055740917400594614,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-10,market_volume_change_4w,0.057952071631092394,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-07-10,market_return_3m,0.08891829639583726,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-10,market_return_4w,-0.09961582094255284,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-10,market_volume_change_4w,-0.18259445940211072,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
储能,2026-07-10,market_return_3m,-0.10104100589339193,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-10,market_return_4w,-0.13392332481346803,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-10,market_volume_change_4w,-0.5266899519483939,Amplify Lithium & Battery Technology ETF (BATT),ok
机器人,2026-07-10,market_return_3m,0.1037785396795492,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-10,market_return_4w,-0.026405351768276297,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-10,market_volume_change_4w,-0.3467096868671654,ROBO Global Robotics and Automation Index ETF (ROBO),ok
低空经济,2026-07-10,market_return_3m,0.0003120574671506837,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-10,market_return_4w,-0.0889710358431901,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-10,market_volume_change_4w,-0.08542910268632908,ARK Space Exploration & Innovation ETF (ARKX),ok
跨境电商,2026-07-10,market_return_3m,-0.019769501243436682,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-10,market_return_4w,0.035023265140922355,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-10,market_volume_change_4w,-0.2690660926859919,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
医药健康,2026-07-10,market_return_3m,0.05357632024843162,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-10,market_return_4w,0.04618788536165175,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-10,market_volume_change_4w,2.326262230566487,iShares Global Healthcare ETF (IXJ),ok
消费零售,2026-07-10,market_return_3m,-0.14749358606942442,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-10,market_return_4w,-0.02843914077036236,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-10,market_volume_change_4w,-0.31837975547277875,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-07-09,market_return_3m,0.07740944217288237,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-09,market_return_4w,-0.002045339434946891,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-09,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
旅游,2026-07-10,market_return_3m,0.10635054951429157,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-10,market_return_4w,0.03970299443592884,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-10,market_volume_change_4w,-0.5232668521954236,Amplify Travel Tech ETF (AWAY),ok
网络安全,2026-07-10,market_return_3m,0.45527793900008495,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-10,market_return_4w,0.06594422344892381,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-10,market_volume_change_4w,-0.15721461904563305,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
