industry,date,metric,value,source,status
人工智能,2026-06-17,market_return_3m,0.3580325793031449,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-17,market_return_4w,0.027471669125311404,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-17,market_volume_change_4w,0.6403688748931222,Global X Artificial Intelligence & Technology ETF (AIQ),ok
半导体,2026-06-17,market_return_3m,0.6217965029395993,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-17,market_return_4w,0.09877080604711064,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-17,market_volume_change_4w,0.05959830126794263,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-06-17,market_return_3m,0.33610501710759033,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-17,market_return_4w,-0.0077355838887979145,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-17,market_volume_change_4w,-0.02337323241213407,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
储能,2026-06-17,market_return_3m,0.20815143071278341,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-17,market_return_4w,-0.0041991418418626525,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-17,market_volume_change_4w,-0.22721535652466684,Amplify Lithium & Battery Technology ETF (BATT),ok
机器人,2026-06-17,market_return_3m,0.2314012661771987,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-17,market_return_4w,-0.01548568427856889,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-17,market_volume_change_4w,0.5605334463760265,ROBO Global Robotics and Automation Index ETF (ROBO),ok
低空经济,2026-06-17,market_return_3m,0.14461024073523587,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-17,market_return_4w,0.0014509355307288363,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-17,market_volume_change_4w,1.3796692742331667,ARK Space Exploration & Innovation ETF (ARKX),ok
跨境电商,2026-06-17,market_return_3m,-0.02161830573961121,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-17,market_return_4w,-0.03649637238312409,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-17,market_volume_change_4w,0.2891893161077572,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
医药健康,2026-06-17,market_return_3m,0.03281200554376085,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-17,market_return_4w,0.003187083415546743,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-17,market_volume_change_4w,0.8454962755665156,iShares Global Healthcare ETF (IXJ),ok
消费零售,2026-06-17,market_return_3m,-0.12332298726239455,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-17,market_return_4w,-0.09915168497964011,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-17,market_volume_change_4w,0.44582857731989134,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-06-16,market_return_3m,0.13056040672952074,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-16,market_return_4w,0.02002728728180614,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-16,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
旅游,2026-06-17,market_return_3m,0.13150432368459097,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-17,market_return_4w,0.07747753423919979,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-17,market_volume_change_4w,0.786780905752754,Amplify Travel Tech ETF (AWAY),ok
网络安全,2026-06-17,market_return_3m,0.3177646880274061,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-17,market_return_4w,0.025319559250396972,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-17,market_volume_change_4w,0.19676462995354727,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
