industry,date,metric,value,source,status
人工智能,2026-06-11,market_return_3m,0.20546163022657749,人工智能ETF (159819.SZ),ok
半导体,2026-06-11,market_return_3m,0.3697750394138122,半导体ETF (512480.SS),ok
新能源汽车,2026-06-11,market_return_3m,-0.03775558969374093,新能源汽车ETF (515030.SS),ok
储能,2026-06-12,market_return_3m,-0.09932371147401031,储能电池ETF (159566.SZ),ok
机器人,2026-06-11,market_return_3m,0.06549367678038442,机器人ETF (562500.SS),ok
低空经济,2026-06-13,market_return_3m,,,missing_config
跨境电商,2026-06-13,market_return_3m,,,missing_config
医药健康,2026-06-11,market_return_3m,-0.12398923132016904,医药ETF (512010.SS),ok
消费零售,2026-06-11,market_return_3m,-0.16559693287805277,消费ETF (159928.SZ),ok
物流供应链,2026-06-11,market_return_3m,-0.09582308598787992,物流ETF (516910.SS),ok
旅游,2026-06-11,market_return_3m,-0.20885195764162467,旅游ETF (159766.SZ),ok
网络安全,2026-06-11,market_return_3m,0.4722502485682105,信息安全ETF (159994.SZ),ok
