industry,date,metric,value,source,status
人工智能,2026-07-06,news_heat,6,Google News 中文科技,ok
机器人,2026-07-06,news_heat,4,Google News 中文科技,ok
跨境电商,2026-07-06,news_heat,1,Google News 中文科技,ok
半导体,2026-07-06,news_heat,6,Google News 中文科技,ok
低空经济,2026-07-06,news_heat,1,Google News 中文科技,ok
医药健康,2026-07-06,news_heat,1,Google News 中文科技,ok
人工智能,2026-06-11,news_heat,1,Google News 中文科技,ok
人工智能,2026-06-25,news_heat,1,Google News 中文科技,ok
人工智能,2026-06-09,news_heat,1,Google News 中文科技,ok
物流供应链,2026-04-08,news_heat,1,Google News 中文科技,ok
人工智能,2026-06-28,news_heat,1,Google News 中文科技,ok
人工智能,2026-05-03,news_heat,1,Google News 中文科技,ok
新能源汽车,2026-07-07,news_heat,0,Google News 中文科技,no_match
储能,2026-07-07,news_heat,0,Google News 中文科技,no_match
消费零售,2026-07-07,news_heat,0,Google News 中文科技,no_match
旅游,2026-07-07,news_heat,0,Google News 中文科技,no_match
网络安全,2026-07-07,news_heat,0,Google News 中文科技,no_match
